x,y
5804.753677277717,37666.912989388955
10842.663059492963,41521.48717167098
12075.858791683897,16778.380164667844
23839.876704089816,3324.7990176423414
15715.121415436608,24842.144177724764
18395.787676617016,8108.393848386512
8229.470915979497,38646.475670455395
24328.99372181953,12758.254152160265
12244.302739887113,19479.823436030103
6755.713578680204,27311.43013959391
26955.821830004643,3123.258987459359
6398.3702096223105,41289.7032967033
14724.427447492646,21937.485644569108
12744.12641815235,17697.035059285165
8210.226097334571,16356.156908898023
13699.690994181632,25630.935745003793
17825.740145426713,7405.575720299601
6776.13821486753,44023.46325988168
7064.473755399451,19611.90357345434
12829.976421429637,13867.154275481273
14279.418742791235,14631.49907727797
27353.035825718744,11771.952808112324
7979.8002512562825,27306.873706769144
22266.26038720905,5325.372634326735
3213.831737938333,19085.428567992687
8623.26289743907,45311.83842632686
28570.4477995862,17132.849186378124
24590.734412498237,13466.206343230908
8051.422377680965,47477.687793230565
24939.329333526097,13273.230128668498
19698.499641174967,24706.660436034283
23727.22344495864,5352.0126079510255
25929.22693873498,17071.028150134047
9592.364888669672,41285.02966459977
23160.826521145977,5326.216725784448
7389.5592895087875,39501.20961362945
13948.22513986645,11260.95497202671
7165.663350187572,33896.14491926276
5550.705335792854,46390.24731843957
16685.537228357676,6206.0876380477375
16322.788022683791,11544.980083356108
5260.906273465766,20483.07007304253
16524.929939641843,7188.162991968873
5848.588710206761,39389.068263866095
13429.950712436514,16105.69579652576
26449.308144383114,12238.024341817892
6888.7554809843405,50743.165212527965
19473.37860915493,11303.632658450704
6351.009902367756,23596.97045523063
15001.756192070432,23090.604668464617
18258.473159991612,8932.806825330259
9244.025744848008,17097.62126065148
26977.361667787492,15594.88661735037
3480.47623044182,18812.5264972124
10600.05570624435,13864.215766908741
23900.02454533208,3016.9558938434598
9571.029916854457,27688.540368326987
25233.526554821216,5371.770276224369
18375.962146097296,6621.834871474009
12966.280902725735,21798.59090422457
5120.817420922553,33164.40862738583
6015.511317949001,36460.01663270364
21180.051039674516,13557.917922356351
7335.090249600394,15849.695745727284
6508.872182796537,35631.7534118381
24489.585421539145,4548.875598619
7138.064315455537,28422.40222563696
9250.533513879485,41275.838959280394
28811.09411162314,4980.323570575183
8752.407193581612,13356.808559657396
19789.593085377022,8971.583316373257
11636.705659304198,24002.64897146649
17092.313799456093,19783.806386525135
18277.621776732693,16112.735203857956
24913.090688259108,5983.743117408907
24544.467632241813,11099.715617128462
3656.22467627657,18469.489665282188
17610.947778502574,18549.247010219613
25040.154382114935,5558.39577561377
28436.28824607863,13704.642493379508
18549.15388483782,21535.669181124802
23215.751947816632,15617.992661714079
11145.306523990335,30003.05568979404
19614.08465316145,10126.754205033763
10606.12391363595,24597.60536595706
5158.047679660567,36187.57645186953
17081.069166481517,27084.652954145375
15780.473707410672,18242.144583311725
8086.579146322255,29082.756182075915
21219.36696936839,23338.003930604496
10887.450977001556,22162.482160355063
10672.968993325918,19914.51472314918
21140.672932583515,13955.763762238703
23253.933982505365,9854.863838917314
8069.181538636752,38637.41637719948
19433.461786444408,5793.828510772134
7628.341082879746,16142.406641838736
9683.618611171016,10820.87473941485
30460.9721788601,4637.208415721372
22514.34637888945,11458.54884333708
22746.089942763698,10772.979149632052
11614.582499345037,16668.62667015981
15405.029560810812,10632.363175675677
4873.78665658348,20875.8962272078
16237.913057706994,21510.190138540416
26659.843900569427,3294.403745072273
11686.539106866288,41623.402899673034
11283.692307692309,14629.692307692309
23270.70265268353,5949.490841360983
8055.144089361843,17383.321325886514
12008.72587392131,13676.305514114378
23719.79667385279,8653.49214659686
18936.35829690505,18198.793425424024
14030.233428300096,31348.371826527386
25510.860347481856,15207.313173521003
9840.889721627409,50429.646145610284
4229.227971428571,18945.011
18731.59592443755,11481.525108375787
31280.02663050442,15803.689894503053
18847.43417027999,17586.692312863433
9364.177688113414,44027.241515812435
17476.11126702435,25904.869418076763
18620.223435208678,13303.092944763855
9736.139751325565,42822.33146185252
22205.37111334002,6505.7080265185805
27600.351225955026,13293.756942562992
24043.5029117355,9579.898424710838
15701.239875389409,10020.826056632724
11430.089517688391,12232.206704975626
11363.648843930636,48409.26026011561
27226.25859235441,17220.67295462665
10904.572902389793,20986.686834957265
15948.3676753122,22977.313400576368
12114.230112196887,7490.15584509591
16579.436842592306,28563.430765908877
9049.778571428571,49334.27588652482
10918.743697351214,28250.572575494934
22240.081040385245,24705.788826228392
28239.16288313078,10457.709928915387
3569.63671875,16784.58044897152
18917.992298039895,13336.41675681133
20286.792292112284,12916.320335421831
9181.305075078913,17579.118080890523
5140.016512189422,17840.166394059765
5790.248530023164,18849.58487260201
13234.08097284626,29636.6048056261
23976.174009080867,18762.574303595535
23895.22568173973,18446.507007248878
11907.177058880277,35230.94031578609
28800.03512526096,5457.231524008351
7326.256752962318,45431.44853147639
27017.66891966759,4044.309252077562
5245.618553237241,18052.69579679468
19238.452259559675,21197.972421784474
8474.3949027255,13606.521382250237
10889.140315240531,42013.22695755776
24222.316044193973,13365.905021173625
31425.217314487632,18214.088241067922
26066.413953114105,11712.548763478355
11229.677407013814,26315.77951115834
11341.362260094113,18976.424084876897
11945.907043860532,40855.64827678781
27803.801343120413,13329.659690769953
11671.231493003253,41427.909096862924
11164.681574639084,23459.17182616461
7627.136865827516,30171.63909195845
21643.7067979949,18352.0503473749
5818.999636621905,32127.953768396015
11999.26055403133,20704.256394371187
8393.094421537186,29798.9745402186
9029.855258336385,35279.638084768536
16954.273186922266,27352.568273466095
6202.392903555184,17620.876589622203
21440.307900541407,10649.17244836575
22258.85566247224,10860.957932395755
13438.702860989564,30179.748569505216
4791.192314498054,19166.500412881916
11349.023282355627,47475.7679182835
28121.93040374749,12015.328295784075
9337.951217210795,24075.754411209662
19025.295387235303,8353.109025618245
9693.97643984619,11653.66960548958
23893.414606362334,20150.896042528057
11549.351965601965,20136.40226327726
18543.552168749648,22243.47972629079
17634.912277128067,20319.106607074387
30322.819015565838,15584.455700462768
7906.8580141163575,47541.147330912085
12242.366039202621,19367.499972236106
12052.763821532493,15332.491367604267
11453.3983163146,15533.22375087692
17335.157612179486,22869.25625
6145.433869093727,46455.68193261038
28074.09774848984,13061.846457990116
8804.853077941674,39278.78834724232
14695.23130302325,11371.795756024287
10827.949858889935,42510.98424270931
9361.83152154285,12808.692585503268
11920.472183523729,7625.211108015231
9101.542693707748,15283.201716068641
6207.553998591447,32480.911625421963
6850.197614322786,32143.77678435135
13476.992465269603,30701.858606074875
13731.686138513855,22006.822127201103
16372.130890052356,27093.021126113716
10356.624527139968,40422.840943080846
4965.992963414354,39126.95571090211
10441.733750665955,47524.50942328183
8509.25352112676,23838.00704225352
10058.894907908993,10621.860267634916
6065.97180883595,15379.549582083466
5479.144684987652,23046.06912406074
9818.830241250424,46902.22480462113
8255.770360747476,15002.224892575196
23287.69829424307,6334.035181236673
24959.535706858544,16017.159256332403
12147.94500896593,48193.72404861526
25201.567478483794,17673.58908624794
8916.007648325536,19982.21218534195
20076.421477385902,7146.081012397404
12800.525536197245,20545.22532863702
10932.520071497729,22275.350934683847
16469.32856811031,18422.80043077053
19045.059608890286,17988.304562946672
8643.07188970073,18718.874612150936
11358.700978844334,17726.380012630252
8488.57372235985,46102.37530966144
22698.092509603073,10042.963828425096
30702.48294015396,6006.9562453439285
6611.906706892551,10630.018159665817
7806.913230297782,34343.92249017387
5311.9457472178065,37079.321343402225
24675.764044000338,10573.87471660089
12182.09995482268,24291.985656200588
7224.7091551208905,32829.541972290135
10251.010135135135,24227.56783428165
16006.552699082256,7286.6171122385
26012.20820429507,16885.95674468193
7034.259403460838,13600.3485428051
24700.542667878944,6251.421743083517
14212.242733281628,22035.520159283224
20430.36038877776,6764.5693952915835
16387.614316941836,13497.530665197533
17208.469727874235,15048.823093378438
22931.71534048958,7640.812744930993
24006.18485491179,7611.882844885761
16196.87756611385,17285.069766920664
3860.7396994496967,17868.692923663046
16112.57117043121,13397.045831622176
29652.807277982134,5640.45310036784
16707.037557416912,6472.637395298568
7710.870764239365,43349.738464311464
31178.96913065243,10025.382112464542
10312.846754731361,42437.602502222784
14784.280186990252,24272.643524965188
15920.366076108607,7329.300345948212
12286.837833053023,19647.980614322387
8029.396815970399,16497.030835293852
23599.098167863332,21879.569943055212
30039.097335959366,9631.57510106769
17844.899583074603,11943.64224252639
4574.6501071930215,21573.507355659054
4637.553136607512,18119.70769706975
8031.785151087006,46213.24028075292
14507.744598765434,14701.911463844799
13024.67136176686,10174.76747985802
22209.011901913876,14081.2129784689
15939.978331794398,28693.567682363806
7710.702772377652,38690.013988673825
26260.832916040727,15458.84971902298
22688.6314693545,13924.066783353956
30089.831641202563,15655.565007392805
8082.397923332705,13164.79898362507
12039.99351389879,26630.91988595866
7844.894162503288,15371.473047594005
10143.31655602893,41212.189041910235
19956.348343913014,10413.81333668531
5940.002337176691,43055.92526228316
17204.35436056532,11894.15891072044
25650.733747242033,11415.623685155728
3362.756514931216,17811.56649144391
16613.95658383319,6361.592973436161
13047.825776027363,16747.17610682144
8528.03068891319,41357.422501675544
6561.484177772559,20914.602888510537
10017.255685754737,20859.042714703137
26947.601155843648,9901.69940255379
18067.261195384413,12671.227978737195
11729.892317605785,12714.401374668863
8691.539047709202,20116.054130379907
16570.95601594364,21777.368325917687
2770.4749950777714,15405.825228063268
18743.796682607222,19917.17396543284
11097.084162683177,27521.776545725257
4946.242072639721,15046.714615029969
23602.852442402538,22528.509695290857
7082.329792201728,21386.810559187485
13399.454792658056,30320.106956718784
8193.736622343731,30096.423511867775
11637.5604250762,42999.34566273993
17000.346011856436,16257.936336759547
15815.451344743275,5521.096821515892
26670.830611815825,12893.112972177447
10798.268585131893,15535.5587529976
12157.164409826244,47981.180946674656
15999.961434115185,8872.770974277964
18095.496940593293,13747.90047246534
19192.608225108226,19565.511173511175
15240.335397675874,29427.702757868854
23749.977899170175,6491.370960343605
24741.9,17622.600000000002
10411.181317216247,15464.207048262377
13267.235372785022,10633.707668459925
23597.151606425705,18566.137185104053
28944.637734419397,9344.479901496496
4753.88004815585,17690.2506293094
30768.679282868525,5016.264525232404
29781.00206482908,4521.261381141228
4420.511117520583,13834.587943783104
16782.684849340203,13434.230211935173
22136.163675284046,8314.658129125937
12292.03351468988,7131.429645750211
11929.961864055109,16849.287534235205
4743.611445220574,41361.1132942363
28084.36071358557,11475.854342285826
14864.516351635164,13803.789153915393
23850.844283529448,10770.540403882767
21856.52235950578,10198.704463929853
17667.174775074975,6783.760163278907
16230.103894406691,17520.008412833246
15954.578419149731,13340.735008103728
12407.292280950236,17505.541363548575
15779.947527749748,5578.185401950891
5326.992679660765,22339.195000743937
5384.737993244913,39086.71974627234
14639.802870425994,16014.87235876407
24327.46327510783,21033.657805377952
22726.378000657678,10830.753206182177
7839.336278368645,27021.39125701365
14891.79560784915,24457.580369461906
15182.351038311288,18223.548420259063
12115.818915547728,42993.236187541275
12494.259088076444,13039.412494806813
11293.955216226996,49405.716027576775
12713.391139163867,12310.685526594618
16155.926112026358,9932.383031301482
31217.011285122066,16462.7517273146
10254.61038487262,14664.639493524654
6908.507222393627,27172.41298067484
4323.201250856751,34544.866775188486
30898.219346747992,9329.840620190389
20518.758421192862,9676.446922696305
10225.434605118542,36234.17962003454
19708.53613356144,17970.642616954752
27248.634443250987,22760.292517006805
11806.64765707868,14608.085480751231
27075.43268815689,4268.679100335657
9731.406025281962,44664.406100976455
5620.861850609814,44446.95689154505
31239.634444838593,11316.321545760908
11014.544635036496,17450.625620437957
14843.838575751179,27941.749982407993
25067.415547972883,4145.723050329996
18467.877168116083,11247.395570076395
22236.19129671432,3512.7411086029597
14546.928045080189,28264.714781100996
16797.169103816515,14362.390146228992
15956.929006085193,20823.469574036513
5334.0571288530655,31508.997821588062
24222.316044193973,13365.905021173625
11215.462342260036,39387.723119968025
25882.36333816137,18287.692468262758
7141.690741553313,45847.167705133834
16982.758347851337,6012.220455865273
7839.672379120399,45352.71924455714
20648.134132138417,14379.83989024655
19614.100329273617,11909.511841948666
7762.811399729164,26621.9237518606
8809.906465609218,28739.74666761505
26831.050076418232,16555.050346129643
20316.486422920676,10715.673615565533
10793.616480554485,24913.00808625337
4278.774593529315,17894.313844637873
12251.126137208903,24098.57218058019
16013.558878575344,14784.595081006484
6561.970543443412,47905.53975633216
2470.2325755601873,16970.722153465344
13147.338721924218,13687.283635829232
19005.064957429808,6495.471303006089
22739.395152305646,8286.893019211435
7714.425861960685,17436.48546128242
18095.043823111268,18000.262265233334
9250.03825676909,39306.80917249772
31045.632398347465,14309.588736681888
10222.656305406557,41503.65877415445
10906.885061875024,30605.10137542623
19779.550517948865,11606.059226950558
11000.484595744681,28535.381531914896
31225.74705882353,16434.00588235294
26953.606005370817,21002.026810213323
15081.320520264777,11707.320404134247
28587.12521731174,7345.334156830451
12157.164409826244,47981.180946674656
22874.124344742522,13140.178615479494
25396.95540243366,23507.193901187507
4602.485368206667,41450.3116089613
23679.900485739196,11649.28994893511
10791.307703100883,15309.701206678827
12872.462001337197,9385.663082237576
6233.294687639505,20816.31052230771
10118.891035902127,40993.237823004805
10758.499989002528,13599.896579786648
24240.76009253041,3095.2550555928665
7833.188509575354,36538.03313905079
17418.65814669886,8666.115394221964
18542.1305,15990.15509090909
25904.856788356003,14061.123932235743
12738.824731389102,26416.43773983116
30613.97556572755,11065.641222358327
8531.423810521903,9386.048710962063
10293.228862094951,30935.773323285604
30131.937688876096,15409.975631985417
8295.817809980133,39425.016594600915
12371.903649187367,9489.090892364306
29750.76088316237,16115.989241931447
14588.52111553785,3491.8864541832672
7059.37300613497,24404.039877300616
23471.9550146604,17084.349359360567
5566.515258403294,23703.428081207905
27778.796183092294,5555.425376472343
16047.149909786598,21110.889535245442
30030.36536622681,4821.215911264104
16958.940811869743,7803.827638255509
6865.351639454865,47180.449871812176
8715.177537718218,18992.143701475303
7329.661255355391,49143.27308625406
5959.135129848635,14709.71028557672
12169.781789080562,49543.259232912445
5192.325283769728,38192.899063899065
10046.081801351875,8214.115813492917
15893.960076916033,11016.533833897995
7696.386003200932,37365.79101799311
30642.264319701255,6929.003332731032
26666.836332258965,13312.741187219248
9677.118753193663,25024.185998978028
31314.00612865015,16854.525879384044
9628.677305304922,43714.04364241377
19829.87489613454,17495.427460364943
30569.557434292507,4294.8417369381905
7857.221803771676,12829.494646018942
23634.491530909483,10821.699751861042
28502.393180558123,8458.367738557261
9751.593797276853,24224.789388372596
28392.698748913415,20747.549922426027
12955.001218481126,17606.74193067091
8476.007570590642,34760.41368844632
15387.84081689102,28977.478471325834
23917.531962378445,8950.240076518412
3409.4875797861528,17303.325649469447
20222.27882928968,20741.143634902073
21954.830208333336,8099.553437500001
27441.819827534702,3464.460597853146
12001.861111111111,28852.027662993572
11120.500862949526,48253.187383325705
10651.991605125293,23359.84185444676
17395.728273894438,18151.119029957204
20116.446909667196,24530.66402535658
6506.567223403704,16121.379376523679
25217.602622457925,17193.86520232179
14482.755569785746,21397.984417940712
11057.708823639985,15961.27328095041
6581.337892049599,34961.657685995626
9440.997008695651,26847.862260869562
6363.1186088762,43155.68922917207
16887.690832374377,17139.344183242916
14066.073407643311,21046.270222929936
12154.158581543683,16663.68722570074
12967.723915203711,19021.424188473004
28316.869090617223,10568.105626454771
30454.439012096773,17600.10962701613
29026.130341211458,8978.85615902332
26304.19257210267,16213.844241955823
11388.043793524303,7464.766889223922
7148.144417229387,25455.587398676536
6782.4019515856635,40661.73090636142
16112.57117043121,13397.045831622176
6416.160274543341,13686.695348990197
26551.644626102363,12688.387025329199
8965.777366116537,12732.009739530706
28677.187144992527,8950.50403587444
12009.007256141806,20874.75671193117
15716.306669074274,13016.795172745877
11848.956548455057,11048.715677668539
17426.271318235373,14721.626259981673
3453.2355795810554,18161.40334172861
4672.626997742664,39596.72785553047
15421.875545851528,10910.981441048034
7918.799074736735,14613.728171966057
23890.04714426391,16587.167979648777
4805.173926650923,43864.28599880502
14012.846277168312,15649.986579025719
13137.807968229567,11794.088265436843
15626.846581691772,9653.297450753187
20064.856022772674,18666.363613663605
24889.45917734143,2602.535016178361
22097.942606699362,18508.5031827194
28147.48605245064,7190.355674786367
7079.030566993982,24360.948051948053
5381.46796776698,40099.61031242471
11680.261899484678,42385.934227295395
29503.566458198547,5446.729854072317
19687.9874917709,19422.937919684002
18837.800192718012,16727.349335811137
6760.544248311811,17473.589069225603
11433.375372393248,39841.53838917054
3527.0456156572664,18452.58021266759
18718.1440337405,24704.08608204353
24356.629190268362,11999.29030086359
12340.623180347755,14737.835776384956
17083.05276153346,18792.92579597141
3433.488667870679,19571.869534250756
9578.618134181717,30573.20492186769
10739.5597306224,27105.46682108695
29992.714453909546,6237.583281390677
31331.59468511103,9714.833381871133
11882.622551614611,21133.833204381644
9625.246944832403,29003.073585893857
31541.00971892043,8064.672248636554
13064.260346411915,15042.97531078246
11966.233204831664,43115.10645078386
20892.36687817259,17644.516434010155
10091.051584472814,40586.69723284298
11576.961605858507,18287.929384072184
10586.24820683472,40149.72824924998
14861.968777830163,23202.958510136727
19348.738210917407,21182.401757645042
7659.500643666323,38355.528900617915
19775.394474967456,26009.520090024493
22302.36549113737,23654.904449778434
20609.28280679032,16702.36879596651
12636.052051168945,21046.368659020733
4370.868378552972,20177.67684108527
9368.689482340042,50272.37144647192
8203.808187134502,27220.43326835607
7726.835657292348,13652.258051013734
10248.34593636336,25037.484396491123
18825.389575623965,25127.58704039052
29641.22738903807,7829.547433264888
19962.073862955956,15555.164634876535
14388.818240329536,8676.720216257965
16683.770577192565,26673.48145210333
8151.759151083612,13010.355051674673
24158.81034619346,10242.81141566981
15220.316237471086,21781.18639938319
11009.605375925204,25848.761771198544
2391.218669147359,18545.632605599
7779.805474280321,32313.058895705522
20897.433419474375,7895.5289872738795
16622.18470537432,21084.525379813924
26013.58443258972,16279.996556741027
5223.660834539619,43399.40229089307
21916.623036097153,5352.139379986645
12166.88717539034,12368.368497694362
6293.573363431151,42463.64929201724
10027.73496163799,27057.21233032188
8228.487007610109,30943.188793817277
7117.276356993737,33307.41727557412
16638.00024472615,15710.880891782095
24764.797592812338,17587.917189354128
15103.613311068702,13704.613788167939
26359.08345330214,9830.038150080978
11433.259670754014,49821.70489804214
13618.813629243628,12467.999162518028
10017.928005825066,13582.104851187767
18143.94074074074,12276.121771506956
20307.877905279467,9722.028182614358
18976.09572130976,24547.409980123444
8010.899228881879,32155.596389765164
23771.01359195809,19169.12820331304
23723.109581557957,17583.325721985504
10726.709961171564,39377.16772925555
17335.185370977768,11634.895255857826
30347.50634115409,17198.82471993236
10936.763661465357,21768.950715982788
17357.745668967407,23201.43127485487
3977.8168078600434,14354.648152789614
8363.748098314285,22600.157868583006
13041.71116251705,18741.089120958466
16442.52038571458,28040.385632337522
17574.874072201666,16731.671094055197
6491.395777126099,32355.85468230694
27276.789044154444,7249.084151364668
7061.197032677586,31238.211416577495
10207.347942613906,40396.71023175154
12018.137945914845,41773.30468107842
19769.502065709225,6415.066987999213
11775.518242035538,18892.600672905057
27658.12786666667,22784.1348
9057.53639311549,40997.93429782988
16185.434080395597,21301.821502632
7816.178068469742,38338.866065641385
12608.464871123027,20280.84845530437
23807.594318518717,16382.469018677735
28930.63395326657,15430.147925608011
25773.469026088766,5875.962737761148
11378.17993675007,10251.540600874338
19801.601526135062,19848.742159481113
17308.720512400007,27025.181635962756
26699.673421881416,16377.858414350267
9969.893731215114,44569.335981107775
18153.31650018498,22518.63947465779
12312.200791008425,21608.901258016223
9885.99130993701,24585.424656125466
23749.977899170175,6491.370960343605
11011.11892217977,47903.906575507746
9736.65891098309,41803.953168556036
11138.50591327201,29963.441524310118
8738.083377940913,50496.80181489128
6418.777359083058,50194.744072852875
28995.94372049103,18181.04655335222
5774.368426706773,33724.37916957619
25123.9962308114,18433.742118969298
23943.337123832585,17128.124481148392
14085.160860601574,13690.345667917745
24493.500442008488,2811.6627475247524
19931.054660126138,11841.88391937013
7693.686170431634,30680.964448833478
28748.872790956855,14879.631268906225
9104.733221855651,27065.324806797125
25248.014089798988,16213.33458575991
4489.379243425678,40881.60843763184
8750.112534818942,45711.628969359335
11302.28882552198,40632.49798097717
20088.010998075337,5093.897901200623
6992.830174780686,46091.50853813701
8472.154195610017,42743.98951211296
10628.920414281822,34986.575179431275
12495.719213450655,10392.245135704548
31313.5910572418,10740.638419229987
22624.080396607336,18623.7638274997
15905.120603015075,19592.962613065327
29399.210610387723,4914.339803475483
12809.071187793845,6899.8968774949
13944.281399446263,23972.213440724896
26110.48517892797,9555.788818921825
4037.717955520184,15330.918379979663
13722.19832109129,24065.828016789084
16164.729585632776,12902.33981853896
25375.79700318098,23147.921312573246
4338.617397229162,33064.294163070634
5028.912188467042,46820.4126043989
23068.17310079246,13058.561694408198
27412.06678189818,14291.956316781898
21886.759132839074,12699.576989894542
6533.409257691222,42968.58989556872
8511.253437799809,48229.27188999041
6436.050769721071,22512.388851168784
11690.631461466164,33659.96792763158
18602.162257019438,9724.690026226473
26022.62886755068,22778.07102575827
13816.821242099477,20443.659384446277
12024.450769911784,9407.67045562336
31348.558028082174,13817.079201816094
20917.141870363048,6657.646556736516
8388.165426890197,21908.23115354724
7600.405961987918,27320.94964060502
18260.589484327604,8285.860015728571
6689.521079802108,31935.78348031835
11129.356418266698,24559.709361507947
15353.519053527118,21423.96862814605
23639.253513038777,5712.357654371031
11782.794894366198,23556.93730743838
8013.459178707793,34670.90267275585
15086.550464965765,28133.33818169431
7680.272604744301,33104.87257393716
4414.7375848755155,17651.072693383037
6951.7823000050985,22619.182251567836
17788.912530052326,7711.834005091217
21494.626972218433,9031.644523257399
22513.992156862747,25063.078317703894
19801.68175868176,16181.80619080619
11966.233204831664,43115.10645078386
10031.711383139827,44600.15648662292
11762.5817691197,38987.33521906881
5382.571139805708,18992.772853436312
14024.173325584774,30709.456632282436
6148.402874765644,31849.836290519794
28526.12007897571,16221.000538470744
11562.344093104963,27733.13208168643
9020.69901713834,15721.748234306317
7420.834062222221,14797.260124444443
6367.30342553032,19121.730479974016
8200.236015670156,43285.23620833601
26789.276107339156,10698.526753960557
30387.707879225618,11252.792643132601
26103.579165051055,16758.43220886649
6517.905629924998,35336.42020317099
7436.566676454549,22676.126620244137
16660.342809541842,22863.672396819387
18206.03013945119,25321.232118758435
11319.060325838493,33556.194588753584
28241.461793396695,9566.80483991996
19367.625248460754,7503.766737770883
22585.652510785665,9437.184251460101
20069.416754265385,8366.003773483195
12187.030790210292,21132.84612072059
31342.217661785904,16060.955617934906
29119.028595060852,15121.16028595061
28378.39455624055,10480.102477608469
31238.034375,16046.83421875
26603.9623613756,22587.9703147754
14724.77278905599,29438.38111106239
15910.898038742866,10819.672574551883
19980.7764197175,21482.41130008648
12041.076858167498,17789.368961395117
13257.553432969997,9385.221260815822
7012.833507014027,13290.721643286572
13947.09983596779,22447.01066209365
12202.326088515887,22052.129832867082
10456.133049210894,12806.54721315842
21168.990387869762,20761.44215799093
11907.177058880277,35230.94031578609
26629.101027146,15675.767975055025
10181.498205949305,19795.46691616189
22892.711097486204,16469.703310852237
5491.629002359286,32854.50307549714
7702.367520943836,48616.670698458336
12445.546252907077,20736.250060744907
7998.180866965621,11910.774150936839
24749.535098733024,11501.568656546056
20319.2885938032,4751.129996595165
24750.18682376428,21509.99490799332
11610.75023663785,17583.48835741781
7974.609915014164,37813.383994334275
17513.385701357467,9801.694660633484
12491.794235709698,15584.253773281951
8255.285429851383,22865.959574770677
20935.135317687465,13192.545575271895
5638.292135631857,19025.11917652087
19060.97342461323,19569.457603363702
7758.597464054298,39943.678659052304
8204.984030976364,26662.79683150276
19959.20372803416,25172.299720808016
17616.91684270301,14079.121567291311
29508.002810085087,8746.010615876981
12150.458029830037,22720.342467337265
8300.334258105471,22653.116615333973
18683.091256545802,12125.996177996178
10682.321694599626,13160.817918477136
8262.857074507416,22699.59136183724
10591.931389076197,33507.33943020904
4161.5056753147655,15303.861741701641
21312.076142060298,6965.711233495728
31463.68128810508,6460.472482507468
7755.072945630953,19218.13749038632
10329.071048468288,29327.703940745003
30445.725119426752,7675.087579617834
13049.128445853017,6883.795730431143
15100.25214701019,19610.157429633186
23828.939794474645,6066.997617097327
19980.7764197175,21482.41130008648
31135.57203204661,14501.255280407866
10458.669790055248,31108.07367955801
29031.412886558774,20664.465322628304
8777.598800471244,14810.833172682162
